,Title,Doorway,Year,Link,Synopsis
678,Facial Abuse: Maci May,facialabuse.com,2016,"<a href=""https://www.iafd.com/title.rme/id=d226b2c5-1a04-428f-9683-37865c7c5c1d"" target=""_blank"">https://www.iafd.com/title.rme/id=d226b2c5-1a04-428f-9683-37865c7c5c1d</a>","Homely and plain Jane'ish... Maci May. It's a shame she's so boring to look at because this whore is a wild fucking porn pig. I always heard it's the quiet ones you have to watch out for. Long story short, we hit a home run tonight. Put it this way, if this whore was an 80's cliche, they would have been dumping pig's blood on her at the prom. We kinda did that but poured her stomach contents on her. Fortunately, she didn't go all lunatic with mind powers. In fact, she was a good bitch and took hard dicks in her throat, cunt and little asshole. She was stuffed and loved it. Hey... some bitches are into this. Was is messy? Fuck yeah. I'm telling you... we were firing on all cylinders tonight!"
679,Facial Abuse: Maci May 2,facialabuse.com,2017,"<a href=""https://www.iafd.com/title.rme/id=e36f221b-ad4c-4aaa-997c-60f1420c2c11"" target=""_blank"">https://www.iafd.com/title.rme/id=e36f221b-ad4c-4aaa-997c-60f1420c2c11</a>",It's been about 3 months since her first visit and I have to say that Maci May looks better this time. She looks healthier... but looks may be deceiving because this twat is bat shit crazy. A dude she loved after dating for a few months dumped her and that really sent her off the deep end. She wants to win him back but how? My advice... stop being a fucking whore. I digress. Her mental instability made for great porn though. She was open to all suggestions like a good sub. Word of advice... you may not wanna eat prior to watching this one!
680,Facial Abuse: Mackenzie Scott,facialabuse.com,2015,"<a href=""https://www.iafd.com/title.rme/id=b0fb1148-53e4-4dda-8fd7-dfb3e4881790"" target=""_blank"">https://www.iafd.com/title.rme/id=b0fb1148-53e4-4dda-8fd7-dfb3e4881790</a>","Poor little Mackenzie Scott was treated like the proverbial red headed stepchild tonight. She put up a strong facade at first, but it was quickly shattered once we got to the core of her pain and suffering. Some stories break our hearts... but we're professionals and know we have a job to do. Fortunately, this obedient bitch felt the same way and even though she relived horrific memories... she did so so that you have gut wrenching pornography to masturbate to."
681,Facial Abuse: Magick,facialabuse.com,2006,"<a href=""https://www.iafd.com/title.rme/id=16d84885-0b8e-4abd-b585-56b070b81f0e"" target=""_blank"">https://www.iafd.com/title.rme/id=16d84885-0b8e-4abd-b585-56b070b81f0e</a>",Magick is such a whore that we had to face fuck her until she was punch drunk. She told me that she hated being called a cunt so I wrote it on her forehead. Once we were done abusing her we all dumped our nuts on her face and let her sit there to ponder why I wrote what I wrote on her cum drenched head.
682,Facial Abuse: Maia Davis,facialabuse.com,2013,"<a href=""https://www.iafd.com/title.rme/id=8573e1f9-f120-4d88-abe9-e8cb6c1b88fe"" target=""_blank"">https://www.iafd.com/title.rme/id=8573e1f9-f120-4d88-abe9-e8cb6c1b88fe</a>","Maia Davis is a tall lanky blonde whore who has a sort-of name as a newcomer in porn. That means absolutely nothing to me. In fact, when these kinda popular bitches come to the studio, I want to up the ante and show them how the East Coast does it. Usually, these porn whores think they can just sigh and moan their way through a scene. That doesn't fly here. We make the skanks earn their paycheck. With that being said, we put Maia through the ringer. Bootleg went hard on this bitch. While we didn't break her spirit, we definitely taught her a lesson on how real porn is made. She was slapped harder and more times than a red headed step child asking for more at dinner time. She also bragged about her skills at deep throating cock. Truth be told, she was decent but we still emptied her stomach face fucking barf style! Awesome scene. You're going to love it!"
683,Facial Abuse: Makenzee Pierce,facialabuse.com,2007,"<a href=""https://www.iafd.com/title.rme/id=166067b9-46d3-4f87-807a-035686fe7865"" target=""_blank"">https://www.iafd.com/title.rme/id=166067b9-46d3-4f87-807a-035686fe7865</a>","Makenzee Pierce is a whore who made it out to the east coast to take a beating. Her little prissy face needed to be speckeled on because she has that girl next door look, but with a touch of cunt. She had a hot little body too. It was great to see this cute little piece of shit barf on a cock. She just looked so broken. When she took the loads to her face, she sat there mentally and physically trashed. It was a masterpiece."
684,Facial Abuse: Mallory Maneater,facialabuse.com,2017,"<a href=""https://www.iafd.com/title.rme/id=6f122b22-8c56-49db-a5c5-8519d7790ce8"" target=""_blank"">https://www.iafd.com/title.rme/id=6f122b22-8c56-49db-a5c5-8519d7790ce8</a>","Living the dream here at the facefucking.com studio, we finally got to unleash on real life trailer trash. It's hard to keep your composure when a walking scum cunt finds its way to your door but our boys did right by us. It was a struggle watching them jam meat logs into her serrated mouth, but Sam and JD brought back the fury when they opened her ass up for business. By the end of the scene this was one used up dumpster fire covered in man juice."
685,Facial Abuse: Mallory Maneater 2,facialabuse.com,2017,"<a href=""https://www.iafd.com/title.rme/id=09165132-7051-48c9-899e-e08640926084"" target=""_blank"">https://www.iafd.com/title.rme/id=09165132-7051-48c9-899e-e08640926084</a>","Mallory Maneater came back to shoot with us again. For good reason, this mobile home hooker is always looking to get a little more money to blow on more stupid tattoos. So we had her earn her mighty green back the best way a whore knows how. She got her throat stuffed then when these guys had their dicks lubed up with her shame, they impaled her right in her tight asshole. At the end, Mallory Maneater soaked in some man jizm and is another successful notch in the belt."
686,Facial Abuse: Mallory Taylor,facialabuse.com,2017,"<a href=""https://www.iafd.com/title.rme/id=9a330839-a7dc-4849-8861-fb5af0752470"" target=""_blank"">https://www.iafd.com/title.rme/id=9a330839-a7dc-4849-8861-fb5af0752470</a>","Mallory Taylor is an example of why you never spoil your wife. 41 and hasn't worked a day in her life, this minivan driving whore got sent packing by her man and wound up on our doorstep. Pauly and Bootleg showed her what it feels like to respect a man of authority. They plugged her face and pussy full of dicks and sent her back well used and smelling like cum to her little cuck back home."
687,Facial Abuse: Mandy,facialabuse.com,2008,"<a href=""https://www.iafd.com/title.rme/id=74c9695f-8eb6-4033-b7df-572a36e3701d"" target=""_blank"">https://www.iafd.com/title.rme/id=74c9695f-8eb6-4033-b7df-572a36e3701d</a>","Mandy is a teacher. Now, why couldn't I have a teacher like that? Mandy also hates her step father for things he used to make her do. Poor girl, but if it weren't for girls with daddy issues, or in this case step daddy issues, the world would seriously be a less interesting place. So Mandy decided to do a porno, get smacked around, and take cock to the balls. She's punishing herself for things that she had no control over. Kind of made you feel bad, sorta. But she took the rough stuff like she was trained prior, even though this is her first porn. Look at her cute face and her once innocent eyes look right into my lens as tons of cum soil her pride and stain her self worth."
688,Facial Abuse: Maria,facialabuse.com,2004,"<a href=""https://www.iafd.com/title.rme/id=40c34b4c-c9ed-40d9-9d5b-f625dda46f5a"" target=""_blank"">https://www.iafd.com/title.rme/id=40c34b4c-c9ed-40d9-9d5b-f625dda46f5a</a>","This was a different shoot for sure! She showed up with her husband & he refused to wait outside, so we had to fuck her face & fuck her asshole right in front of him. It was kind of cool degrading his wife as he watched. We fucked her face so hard her make up ran down her face which made her look like freaking Gene Simmons. Then we blasted her face with 3 loads as her husband watched his precious life partner turn into a cum rag."
689,Facial Abuse: Marilyn Moore,facialabuse.com,2016,"<a href=""https://www.iafd.com/title.rme/id=747d75fc-a8de-4b31-b2fa-e26ec57e97c6"" target=""_blank"">https://www.iafd.com/title.rme/id=747d75fc-a8de-4b31-b2fa-e26ec57e97c6</a>","Everybody... meet crazy. Crazy's name is Marilyn Moore. She's been fucked her entire life and now, her brain is fried. So what does one do when they have no where else to turn? You guessed it... PORN. And where does one go when you're bat shit loony? Right again... HERE. This is an absolute melt down in progress. You can literally see screws loosening in her head as we film. Part of me wanted to cry, the other part laugh. I battle my own demons, I guess. Anyway... the plus side is that the crazy bitches always give us the best footage. All her holes were open for business even though the lights were out inside. Did I mention that she's insane? Parents... watch this video. Whatever happened to this weirdo, don't do to your kids!"
690,Facial Abuse: Mariska Benson,facialabuse.com,2013,"<a href=""https://www.iafd.com/title.rme/id=e3f791e6-15e2-46c2-9eaf-0e1e75606dbc"" target=""_blank"">https://www.iafd.com/title.rme/id=e3f791e6-15e2-46c2-9eaf-0e1e75606dbc</a>","Mariska Benson is a stupid, morally corrupt first timer with absolutely no dignity. Before the shoot, she went on and on and on about how much of a fan she is of the TV show Law and Order: Special Victims Unit. I bet after filming this scene, she feels like she starred in an episode. We trashed this whore. I have to say, we shoot some amazing stuff but this one just feels great. It had all the elements you guys love. It has misery, puke, punishment, painal and much more! Things started off on a high note as she reminisced about how her step daddy used to touch her. Of course, we had her show us step by step how it used to happen. Fucked up? Yes. Awesome? You bet your ass! Bootleg drilled that throat and hard pumped that ass. She left looking like a steaming pile of donkey dung... all worn out and such. Perfect!"
691,Facial Abuse: Marissa Jean,facialabuse.com,2017,"<a href=""https://www.iafd.com/title.rme/id=c84b2ac7-feb7-4eb6-af75-5265c46fa5f7"" target=""_blank"">https://www.iafd.com/title.rme/id=c84b2ac7-feb7-4eb6-af75-5265c46fa5f7</a>","Marissa Jean used to do porn but quit when she got married. Her husband wasn't cool with her out sucking off random guys and getting load after load shot on her face, only to come home wanting to kiss him. I can't say I blame the guy. Fast forward a few years and the honeymoon is over... so is the marriage. So what does she do? She turns right back to what she knows... porn. Her first stop at getting her foot in the door is FACEFUCKING.COM. Good choice! This scene we tried out a new guy who has a soda can sized cock. That makes 3 guys plowing her face, ass and cunt holes. She was like a pig in shit, loving every second of it. Weird, huh? Makes sense why her marriage failed... one man is simply not enough."
